filename,title,additional_tags,custom_tags
61125523_at_the_still_point_of_the_turning_world.html,At the Still Point of the Turning World,Alternate Universe - College/University | Age Difference | but age appropriate | Soft Rio Vidal | Rio Vidal is a PhD student | Agatha Harkness is a College Professor | Foster Care | Ballet | English Literature | Alice Gulliver is the Best Wingwoman | Rio Vidal is a Mess | Slow Burn | Fluff | some angst but not too much | Secret Relationship | Domestic Fluff | Agatha Harkness Loves Rio Vidal | Soft Agatha Harkness | Protective Agatha Harkness | Fluff and Angst | Sexual Tension | Rio Vidal Loves Agatha Harkness | Domestic Bliss | Alternate Universe - Non-Magical | Professor Agatha Harkness | Student Rio Vidal | Implied/Referenced Past Child Abuse | Found Family | Mother-Daughter Relationship | Mother-Son Relationship | Hurt/Comfort | Protective Lilia Calderu | Adoption,AU - College / High School|AU - No Powers / Non-Magical|Age Gap|Angst|Fluff|Hurt/Comfort|Slow Burn|Smut
61126990_my_boy_builds_coffins.html,my boy builds coffins,Alternate Universe - Canon Divergence | Fix-It | Hurt/Comfort | Angst and Humor | Angst | i don’t know how to tag | Oops | Witches | Slow Burn | Smut | Heavy Angst | Happy Ending,AU - Canon Divergence|Angst|Comedy|Hurt/Comfort|Slow Burn|Smut
61154881_roster.html,Roster,Alternate Universe - Modern: No Powers | Fuckboy Agatha Harkness | Fluff,AU - No Powers / Non-Magical|Fluff
61180354_decemberism.html,Decemberism,christmas!!!!!! | Christmas Fluff | Christmas Smut | agathario | jilted lovers | listen this is some cute shit okay and im just bad at tags | a payday is the new olive branch,Fluff|Smut
61208161_exceptions.html,Exceptions,Agatha All Along Week | parent/teacher AU | Agatha is a single mom | Rio is a kindergarten teacher | Instant Attraction | they meet up at a bar | try to resist but it's futile | Fluff | Heavy Petting | Oneshot | don't make me write a sequel to this | but I may turn it into a longer multichap in the future | Lilia plays matchmaker | and absolute menace | Day One | aaa week | can't deny this chemistry | this is how i'm using my bachelor's degree in creative writing | somebody give me a job that will pay the bills and allow me to still write,Fluff
61208620_five_seconds.html,Five Seconds,Alternate Universe - Roller Derby | Fluff and Hurt/Comfort | oh my god they were teammates | Fluff and Smut | Shower Sex,Fluff|Smut
61209526_the_gold_and_the_rust_the_color_erupts.html,"The gold and the rust, the color erupts",Slow Burn | Internalized Homophobia | Alternate Universe | Alternate Universe - Modern Setting | Angst | Alternate Universe - Hospital | Lesbian Rio Vidal | Medical Procedures | Medical Inaccuracies | Enemies to Lovers | Power Dynamics | Age Difference | Older Woman/Younger Woman | Sexual Tension | Explicit Sexual Content | Self-Discovery | Eventual Romance | Eventual Smut | I Watched Too Much Grey's Anatomy | Panic Attacks | religious trauma | Multiple Orgasms | Oral Sex | Top Rio Vidal | Dom Rio Vidal | Bottom Agatha Harkness | for now at least | they will switch eventually | I just need Agatha to figure her shit out first | until then | We suffer,AU - General|AU - Medical / Detective|AU - Modern Setting|Age Gap|Angst|BDSM / Kink|Enemies to Lovers|Homophobia|Slow Burn|Smut
61245343_unlock_thy_hidden_gate.html,Unlock Thy Hidden Gate,Alternate Universe - 1920s | Alternate Universe - Prohibition Era | Prohibition | Speakeasies | Forbidden Love | Slow Burn | Lesbian Yearning | Domestic Violence | Hurt/Comfort | Lesbian Agatha Harkness | Protective Agatha Harkness | Rio Vidal Speaks Spanish | There Was Only One Bed | Gangsters | Wanda Maximoff is a mob boss | Eventual Smut | Eventual Happy Ending,Hurt/Comfort|Only One Bed|Pining|Slow Burn|Smut
61254514_itll_all_work_out.html,It'll All Work Out,Alternate Universe - High School | Hurt/Comfort | Homophobia | Bad Parent Evanora Harkness | Angst | Christmas | Adoptive Fairy Godmother Lilia | Childhood friends to strangers to lovers | Child Abuse | Child Neglect | Everyone Needs A Hug | once the pain is over it's all good times baby | no promises tho LOL | Rio and her breathing exercises | Teenage Drama | this whole fic is them falling asleep and waking up | I never said I was good at this,AU - College / High School|Angst|Homophobia|Hurt/Comfort|Strangers to Lovers
61259392_heart_beats_like_a_drummer.html,Heart Beats Like a Drummer,aaa week | Day Two | band au | rio vidal as a famous drummer | in love with pop sensation agatha harkness | Agatha All Along Week | a little fluff and worldbuilding | there will be no sequel maybe,Fluff
61263814_the_world_reversed.html,The World Reversed,Holidays | Lesbian Agatha Harkness | Professor Agatha Harkness | Mortician Rio Vidal | Trauma | Panic Attacks | Family Secrets | Agatha Harkness Hates the Holidays | Mystery | Mentioned Evanora Harkness | Complicated Relationships | Grief/Mourning | Strangers to Lovers | Modern Era | Implied/Referenced Child Abuse | Flashbacks | Childhood Memories | Unreliable Narrator,Grief / Recovery|Strangers to Lovers
61280764_love_ampamp_politics.html,Love &Amp; Politics,Rio as the president's daughter | Agatha as the president's campaign manager | trying to keep Rio in line | because she keeps seducing all the proper young ladies in the room | the only way it seems Agatha can do that is by well... | Smut | Poltics AU | aaa week | Agatha All Along Week | Stan Lee Cameo | slight daddy kink,BDSM / Kink|Smut
61345132_meetcute.html,Meetcute,aaa week | agatha and rio meet at a nye party | there's some karaoke involved | a little meetcute | Fluff | Implied Smut | rio is the coat check girl | agatha is just there | being exceptional | Instant Attraction,Fluff|Smut
61373383_mandevillas.html,Mandevillas,aaa week | Arranged Marriage AU | Soulmates AU | agatha is a duchess | rio is a princess | they have soulmate marks | that show up in adolescence | that match their soulmates | rio needs to get married and have a child | so her parents set her up on a date sorta | Fluff | cavity inducing sweetness | evanora is a C U N T | as always,Fluff
61401928_amor_prohibido.html,Amor Prohibido,aaa week | Day Seven | forbidden au | Fluff | Angst | rich girl agatha | scholarship kid rio | HSAU | and they were ROOMMATES,Angst|Fluff
61403194_kaleidoscope.html,kaleidoscope,Friends to Lovers | Idiots in Love | Rio Vidal Loves Agatha Harkness | Agatha Harkness Loves Rio Vidal | Lesbian Agatha Harkness | Lesbian Rio Vidal | Eventual Smut | Happy Ending | Fluff and Angst | Best Friends | Soft Agatha Harkness | Inspired by a Chappell Roan Song | Alternate Universe - No Powers | Agatha Harkness/Rio Vidal In Love | Soft Rio Vidal,AU - No Powers / Non-Magical|Fluff|Friends to Lovers|Smut
61419481_merry_christmas_i_think_ill_miss_this_one_this.html,merry christmas (i think i'll miss this one this year),Alternate Universe - Modern Setting | this could very well be the first three scenes of a hallmark movie | the author doesn't know either | rio vidal: certified gay mess | i saw someone say rio has foot in mouth syndrome and that is true here | lilia calderu the italian grandmother that you are | Don't Ask,AU - Modern Setting
61474507_the_holiday.html,The Holiday,Inspired by The Holiday (2006) | Eventual Fluff | Eventual Smut | Enemies to Friends to Lovers | Mutual Pining | Christmas | Pining | Soft Rio Vidal | Drunken Confessions | Alternate Universe - Modern Setting | Smut | Top Agatha Harkness | Bottom Rio Vidal | Praise Kink | Car Sex | Bratty Bottom Rio Vidal,AU - Modern Setting|BDSM / Kink|Fluff|Friends to Lovers|Pining|Smut
61496449_let_go.html,Let Go,Alternate Universe - Modern Setting | Alternate Universe - Rock Band | Closeted Agatha Harkness | The closet is glass | Rio Vidal Loves Agatha Harkness | POV Agatha Harkness | Angst with a Happy Ending | Agatha Harkness & Wanda Maximoff Friendship | Past Agatha Harkness/Wanda Maximoff | Cheating | Child Nicholas Scratch (Marvel) | Homophobia | Christmas | New Year's Kiss,AU - Celebrity / Rock Band|AU - Modern Setting|Angst|Cheating|Homophobia|Past / Minor Wagatha
61554538_my_safeword_is_safeword.html,my safeword is safeword,ALL FICS CURRENTLY LOCKED TO AVOID AI SCRAPING | Alternate Universe - Modern Setting | Alternate Universe - No Powers | Dominatrix Rio Vidal | BDSM | Kink Negotiation | BDSM contract | Safe Sane and Consensual | Lawyer Agatha Harkness | Dom Rio Vidal | Sub Agatha Harkness | BDSM Switch Rio Vidal | BDSM Switch Agatha Harkness | POV Rio Vidal | Praise Kink | Fighting As Foreplay | Degradation Kink | Dirty Talk | Rope Bondage | Biting | Agatha Harkness is a Brat | Lingerie | Masturbation | Punishment | Safeword Misuse | Exhibitionism | Dacryphilia | Squirting and Vaginal Ejaculation | Vaginal Fingering | Orgasm Delay | Orgasm Edging | Orgasm Denial | Multiple Orgasms | Aftercare | gagging | Overstimulation | Puppy Play | collar and leash | Spit Kink | Agatha Harkness Has ADHD | Vibrators | Anal Plug | Anal Play | Past Relationship Abuse | Bad BDSM Etiquette | Impact Play | Spanking | Whipping | Sex Toys | Cunnilingus | Not Wanda Maximoff Friendly | Humor | mentions of CNC free use and somnophilia | Nude Photos | Eventual Romance | Mentions of watersports (but no actual watersports) | Strap-Ons | Rough Sex | Hand Feeding | Friends With Benefits | Friends to Lovers | Safeword Use | One moment where a person is pushed to safeword | Conflict of Interest (sleeping with client outside of sessions) | Top Drop | strapwarming | Miscommunication | Dom Drop | (if there's any other tags you think are needed please let me know),AU - Modern Setting|AU - No Powers / Non-Magical|BDSM / Kink|Comedy|Friends With Benefits|Friends to Lovers|Non-Con / Dubcon|Smut
61598443_what_if_its_not_meant_for_me.html,What If It's Not Meant for Me?,"enemies to friends to lovers to enemies to what are we | as a lesbian i am not invested in billy so he is in here only briefly | this is for the girls and the lesbians only | authors au because that's soooo sexy | agatha ""mommy issues"" harkness meets rio ""my parents are dead"" vidal | this is really just the coven of chaos if i believed any of them were actually literate",Friends to Lovers|Smut
61599598_if_this_was_a_movie.html,If This Was a Movie,Alternate Universe - Modern Setting | Alternate Universe - No Powers | Alternate Universe - Celebrity | Alternate Universe - Teacher | Canon Lesbian Relationship | Lesbian Agatha Harkness | Lesbian Rio Vidal | friends to idiots to lovers | Slow Burn | Rio Vidal Loves Agatha Harkness | Agatha Harkness Loves Rio Vidal | Agatha Harkness Needs a Hug | Rio Vidal Needs a Hug | Agatha Harkness & Wanda Maximoff Friendship | Eventual Smut | Jen and Agatha bicker like siblings | everyone is gay basically | Fantasizing | Vaginal Fingering | Smut | Lesbian Sex | Useless Lesbians | Protective Agatha Harkness | Fluff | Hurt/Comfort | Angst | Domestic Fluff | Soft Agatha Harkness | Protective Rio Vidal | Jealous Rio Vidal | Soft Rio Vidal | Jealous Agatha Harkness | Lesbian Natasha Romanov (Marvel) | Lesbian Wanda Maximoff | Angst and Fluff and Smut | Cunnilingus | Face-Sitting | Face-Fucking | Stalking | Webcam/Video Chat Sex | Vibrators | Multiple Orgasms | Orgasm Denial | Orgasm Control | Simultaneous Orgasm | Basketball Coach Rio Vidal | Movie Star Agatha Harkness | Natasha Romanov Needs a Hug (Marvel) | Nicholas Scratch Lives (Marvel),AU - Celebrity / Rock Band|AU - Modern Setting|AU - No Powers / Non-Magical|Angst|BDSM / Kink|Fluff|Hurt/Comfort|Jealousy|Pining|Slow Burn|Smut
61614124_i_will_wait_up_for_you_dear.html,"I Will Wait Up for You, Dear",Consensual Workplace Relationship | Age Difference - Legal | Christmas Fluff | Mild Smut | kind of mild | (they scissor),Age Gap|Fluff|Smut
61642021_red_thread_of_fate.html,Red Thread of Fate,Soft Agatha Harkness | Red String of Fate | Bookstore Owner Agatha Harkness | Matchmaker Rio Vidal | Angst with a Happy Ending | Alternate Universe - Modern Setting | Alternate Universe - No Powers,AU - Modern Setting|AU - No Powers / Non-Magical|Angst|Fluff
61650106_for_you_i_would_cross.html,"for you, i would cross the line",Alternate Universe - No Powers | Alternate Universe - Dom/Sub World | Dominant Rio Vidal | Submissive Agatha Harkness | very reluctantly but you can't fight biology | Agatha Harkness Needs a Hug | and maybe a spanking | Rio Vidal Loves Agatha Harkness | everyone pray for rio she has her hands full here | Younger Agatha Harkness/Older Rio Vidal | Lovergirl Rio Vidal | Cunnilingus | Anal Play | Aftercare | Squirting and Vaginal Ejaculation | Kink Negotiation | Caretaking | open communication turns rio on | First Time | Strap-Ons | Rio Vidal Uses a Strap-On | Top Rio Vidal | Bottom Agatha Harkness,AU - No Powers / Non-Magical|BDSM / Kink|Smut
61712359_thirst_trap.html,Thirst (Trap),Alternate Universe - Hollywood | Alternate Universe - Celebrity | Celebrity Crush | Agatha All Along | celebrity empathy | Women in Love | wlw | Secretly Dating | no beta yet sorry Mrs Heart | Agatha Harkness Needs a Hug | Fame | Rich Rio | poor agatha | Sugar baby Agatha Harkness | Actors | Sapphic,AU - Celebrity / Rock Band
61733836_i_was_your_starry_eyed_lover_and_the_one_that_you.html,I Was Your Starry Eyed Lover and the One That You Saw,First Meetings | Fluff | AgathaRio crumbs | Humor? Maybe? | How Do I Tag | Alternate Universe - Canon Divergence | aka andy and april dont work out.. | not beta read we read eachothers work | I'm Bad At Summaries | slowburn,AU - Canon Divergence|Comedy|Fluff
61800187_care_of.html,care of,Neighbors AU | bridge and tunnel agatha harkness au | she's deep in denial and she's looking good doing it | agatha harkness gets her groove back against her will,AU - General
61814836_the_thread_of_fate.html,The Thread Of Fate,Alternate Universe - Modern Setting | Alternate Universe - College/University | Agatha has a transatlantic accent because it's sexy okay | Agatha and Wanda are ex... best friends | Rio makes some... choices | Age Difference | Older Woman/Younger Woman | Slow Burn | Billy is an only child because I might have forgotten about Tommy oops | Lesbian Rio Vidal | Lesbian Agatha Harkness | Eventual Smut | Casual Sex | Friends With Benefits | this is going to be messy | very messy | Angst | Cunnilingus | Vaginal Fingering | Lesbian Sex | Witches be Switches | Multiple Orgasms | Vibrators | Squirting and Vaginal Ejaculation | Strap-Ons | Fluff | Orgasm Denial,AU - College / High School|AU - Modern Setting|Age Gap|Angst|BDSM / Kink|Fluff|Friends With Benefits|Past / Minor Wagatha|Slow Burn|Smut
61820164_summa_cum_laude.html,summa cum laude,Alternate Universe - College/University | Professor Agatha Harkness | Professor Rio Vidal | postdoc(derogatory) | unrealistic expectations about academia | Lesbian Rio Vidal | Lesbian Agatha Harkness | everyone is a lesbian because i said so | Latina Rio Vidal | academic titles used in a flirtatious way | rio vidal has a younger brother | Slow Burn | Chatting & Messaging | i wrote this in a maniac episode (and it shows) | Rio Vidal Speaks Spanish | no beta we die like alice,AU - College / High School|Slow Burn
61850398_high_infidelity.html,High Infidelity,Alternate Universe - No Powers | Enemies to Lovers | Lawyer Rio Vidal | Girlfailure Agatha Harkness | Compulsory Heterosexuality | White Lotus AU | Autistic Rio Vidal | Smut | Bratting | Light Bondage | Mommy Kink | Dom/sub Play | Non-Graphic Rape/Non-Con | Domestic Violence | (Those Two Things Are Not Between Agatha and Rio) | Chronic Illness | Exhibitionism | Ocean Sex | Implied/Referenced Child Abuse | Suicidal Thoughts | Masturbation | Massage | Wanda Maximoff Friendly | Angst with a Happy Ending,AU - No Powers / Non-Magical|Angst|BDSM / Kink|Comphet|Enemies to Lovers|Non-Con / Dubcon|Smut
61917550_the_bad_thing.html,The Bad Thing,Marriage Therapist Rio Vidal | English Professor Agatha Harkness | Doomed Wagatha | Cheating | I dont support cheating but c'mon they so would | Eventual Smut | Sexual Tension | Someone revoke rio's license | Wanda is 33 | agatha is 45 | Rio is 40 | Angst | Top Agatha Harkness | Bottom Rio Vidal | Top Agatha Supremacy | Smut | Shameless Smut | Masturbation | Office Sex | Choking | Light Bondage | Strap-Ons | Cock Warming | Strap Sucking | Praise Kink | Happy Ending | ope they switch a lil | Fluff,Angst|BDSM / Kink|Cheating|Fluff|Past / Minor Wagatha|Smut
62024398_somewhere_only_we_know_a_professor_au.html,Somewhere Only We Know ~ A Professor AU,Alternate Universe - Professors | Rio Vidal Loves Agatha Harkness | Agatha Harkness Loves Rio Vidal | Married Agatha Harkness/Rio Vidal | Protective Rio Vidal | Soft Agatha Harkness | Jealous Rio Vidal | Wanda has a crush on Agatha | Fluff and Angst | Eventual Smut | Domestic Fluff | Top Rio Vidal | Top Agatha Harkness | Witches be Switches | Pregnant Agatha Harkness | Rio Vidal you are the father | Agatha Harkness and Rio Vidal are Nicholas Scratch's Parents | no magic | Dr. Agatha Harkness | Dr. Rio Vidal | Secret Marriage | Idiots in Love | jealous rio vidal i love you | POV Alternating | Lesbian Sex | Oral Sex | Strap-Ons | Cunnilingus | Finger Sucking | Pregnant Sex | No Beta | we all die like lilia | Shower Sex | thigh strapon | Spit As Lube | Scissoring | Praise Kink | Strap Sucking | sesbian lex | Nicholas Scratch Lives (Marvel) | he does not die | senor scratchy is Agatha's familiar | Bad Parent Evanora Harkness | Evanora Harkness Being Homophobic | Spit Kink | Coming Untouched | Depiction of birth | Labor and Delivery | Hospitals | New Borns | Blood | One Big Happy Family | Happy Ending | Professor Agatha Harkness | Professor Rio Vidal,AU - Teachers / Professors|BDSM / Kink|Fluff|Homophobia|Jealousy|Past / Minor Wagatha|Smut
62082778_scherzo.html,Scherzo,Useless Lesbians | Alternate Universe - Classical Music | Dark Academia | Older Woman/Younger Woman | no beta we die like Mrs. Hart | Smut | rio is a simp | Alternate Universe - No Powers | It’s giving tar | Fluff and Hurt/Comfort | Mommy Issues | Top Rio but like it's not agressive | good boy rio vidal | Sugar daddy! Rio | Happy Ending,AU - No Powers / Non-Magical|Age Gap|Fluff|Pining|Smut
62107414_Crimson.html,Crimson,Alternate Universe - Vampire | Fluff and Smut | Vampire Rio Vidal | Lots of Unserious Banter | Biting | Praise Kink | Human Turned Vampire Agatha Harkness | Blood Drinking | Mirror Sex | Strap-Ons,AU - Vampire|BDSM / Kink|Fluff|Smut
62134987_love_is_a_witch.html,Love Is a Witch,Literally just can't let this story go | POV Rio Vidal | Older Woman/Younger Woman | Fluff and Humor | Agatha Harkness is Bad at Feelings | Rio has the patience of a saint | Modern AU | Lawyer Agatha | lawyer Rio,AU - Modern Setting|Age Gap|Angst|Comedy|Fluff
62152813_where_we_belong.html,Where we belong,Family | Fluff | Alternate Universe - Modern Setting | Alternate Universe - No Powers | Lesbian Agatha Harkness | Lesbian Rio Vidal | Soft Agatha Harkness | Soft Rio Vidal | Hurt/Comfort | Comfort,AU - Modern Setting|AU - No Powers / Non-Magical|Fluff|Hurt/Comfort
62180950_crescendo.html,Crescendo,"Alternate Universe - Modern Setting | age gap | Older Rio Vidal | Younger Agatha Harkness | Rio is Agatha's piano teacher | And Agatha is a little brat | Gay Panic | Agatha calls Rio ""Miss Vidal"" | Dirty Talk | Piano Sex | Flirting | Does this count as Agatha ""topping from the bottom""? | Please let me know lol | Sexual Fast Burn | Shameless Smut | Masturbation | Agatha might be the younger one | but she is still the Sugar Mommy | Jealousy | Oral Sex | Fingerfucking | Slow Burn | Lesbian Sex | Strap-Ons | Pining | Angst | Choking | Evanora and Ralph make short appearances | Teacher-Student Relationship | Alternate Universe - Student/Teacher",AU - Modern Setting|Age Gap|Angst|Jealousy|Pining|Slow Burn|Smut
62195077_im_sorry_i_love_you.html,"I'm Sorry, I Love You",Alternate Universe - Modern Setting | Alternate Universe - No Powers | Teacher!Rio | lawyer!agatha | Fluff and Angst | Child Death | Child Loss | child illness | (The first handful of chapters will be fluffy and happy I swear for the sake of world building) | (can confirm: chapters 1-6 are just idiots falling in love fluff) | (with Nicky still very much alive and adorable) | chp 7 starts with fluff and ends with Rio related angst | if you want to know where the angst truly starts | chp 8 we're in the thick of the angst now | (there will still be fluffy moments I swear) | Past Child Abuse | (chapter 11 - evanora is a Terrible Mother) | Mild Smut | (Chapters 12 - 16 we have angst but Nicky is still very much with us),AU - Modern Setting|AU - No Powers / Non-Magical|Angst|Fluff|Smut
62248085_so_my_mother-in-law_is.html,"so, my mother-in-law is god?",do you guys ever think about the fact that rio has siblings? | because i think about it | Established Relationship,Established Relationship
62255211_what_a_night.html,What a Night,Alternate Universe - Modern Setting | Alternate Universe - No Powers | Agatha Harkness Needs a Hug | Partying | Nonbinary Rio Vidal | She/They Pronouns for Rio Vidal | Lenny Busker and Rio Vidal are Twins | Lily Lebowski and Agatha Harkness are Cousins | Jennifer Barkley is the Aunt of Lily Lebowski and Agatha Harkness | She would like to point out she is a very young aunt | almost more of a big sister really | There are two Jens in this story | you'll figure it out - Freeform | This started as just fun | and turned into a test | of how many Hahnetypes and Plazatypes can fit in one story | This is going to mess with some fandoms | but they're all fandoms I like | so lap it up kids,AU - Modern Setting|AU - No Powers / Non-Magical
62265849_all_half_things.html,all half things,this one might only be for me | Hijinx | Pregnant Sex | which is either a promise or a threat | winona ryder i’m sorry i had to drag you into this,Smut
62267089_one_way_or_another.html,one way or another,Alternate Universe - No Powers | Alternate Universe - Rock Band | punk rock star agatha harkness | music journalist rio vidal | unrealistic portrait of journalism (just like 00s romcom movies) | agatha harkness is a menance | Chatting & Messaging | Multimedia | Rio Vidal is a Little Shit | they are losers and i love them for that | Agatha Harkness Being a Fuckboy | Lesbian Agatha Harkness | Lesbian Rio Vidal | rio vidal is done with agatha's bs | listen st vincent got me horny and i decided to make it everyone's problem | inappropriate use of an art piece | no beta we die like canon rio's dream of having a family with agatha | rio vidal is professional agatha tamer,AU - Celebrity / Rock Band|AU - No Powers / Non-Magical
62269809_Youre_awful_I_love_you.html,You're awful. I love you!,Stalking | Obsession | Compulsion | mean Agatha | gradually unhinged Rio | not good people | not icon behaviour | but a fun ride | rio x jen to start | smut in later chapters | crime in all chapters | no one dies | watching porn | Masturbation | Foreplay | Small mentions of blood | violent choking to not so violent choking | Choking | Coming Untouched | Smut | Slapping | Spitting | Grinding | Anal Play | strap ons | Degradation Kink | Biting | Spanking | Police Arrest | police force | Happy Ending,BDSM / Kink|Smut
62291035_blood_in_the_water_everyone_wants_her.html,"blood in the water, everyone wants her",Shameless Smut | There is no plot | its a literal pussy eating competition | and rio's really bad at it | Comedy | Cunnilingus | Oral Sex | Vaginal Fingering | Fingerfucking | Finger Sucking,Comedy|Smut
62313307_adagietto.html,Adagietto,Fluff and Smut | Idiots in Love | agatha has behavioral issues | the softest rio | Pregnant Sex,Fluff|Smut
62325949_like_a_hurricane.html,like a hurricane,canon compliant to the end of season six | then canon divergent | yes Andy is around and April is married to him... to start with | Jen and April absolutely would have been obsessed with each other | if they'd shared more than one scene and more than only incidentally | it's a crime that they didn't have more (you agree),
62356414_if_youre_not_falling_youre_not_trying.html,"If you’re not falling, you’re not trying",Skiing | Snowboarding | Teasing | Rivalry | Enemies to Lovers | Co-workers | Fluff | Fluff and Angst | Domestic Fluff | Flirting | Lesbian Agatha Harkness | Top Agatha Harkness | Rio is annoying | Agatha loves it | Modern AU | Strap-Ons | Domestic Bliss,AU - Modern Setting|Enemies to Lovers|Fluff|Pining|Smut
62385640_want_take_have.html,"want, take, have",POV Agatha Harkness | Prickly Agatha Harkness | Soft Rio Vidal | Agatha Harkness Needs a Hug | and a stiff drink and a guide to using technology lmao | Alternate Universe | Social Media | accidental meetings | meet-cute meet meet-chaotic | Getting Together | Humor | Fluff | Smut | Light Angst | Happy Ending | yet another take from me on agathario in another life | because i just can't stop myself | Cunnilingus | Consensual Somnophilia | rio makes an excellent alarm clock idk what else to say,AU - General|Angst|Comedy|Fluff|Non-Con / Dubcon|Smut
62417317_albatross.html,albatross,Alternate Universe - Modern: No Powers | Arranged Marriage | Cheating | Extramarital Affairs | Slow Burn | Drama | Angst with a Happy Ending | Smut,AU - No Powers / Non-Magical|Angst|Cheating|Slow Burn|Smut
62421946_sex_love_unholy_truth.html,"sex, love, unholy truth",Breeding Kink | Comedy | Shameless Smut | maybe a little fluff | Smut | Oral | Cunnilingus | Agatha Harkness needs strapped down | Ejaculate | Vaginal Sex | Nipple Play | Fluid Play | Strapping,Comedy|Fluff|Smut
62503864_well_i_wonder.html,Well I Wonder,Angst | Sexual Tension | Strangers to Lovers to Enemies to Lovers again | high school exes | Eventual Smut | rio needs a hug | little bit of a loser rio vidal | someone help agatha the closet is glass | Established Relationship | Recreational Drug Use | Hate Sex | They're switches your honor | light degradation | Choking | lil bit of praise | Angst with a happy ending I swear | Jealousy | Possessive Sex | Smut | Shameless Smut | Fluff | Hurt/Comfort | Strap-Ons | Strap Sucking | Light Bondage | breeding kink if you squint?? | Pregnancy sex | good boy rio | they got their happy ending,Angst|BDSM / Kink|Established Relationship|Fluff|Hurt/Comfort|Jealousy|Smut|Strangers to Lovers
62507077_put_your_fangs_in_me.html,put your fangs in me,Modern Day Vampire AU | Biting | Lots of biting | Alternate Universe - Vampire | Slow Burn | Fake/Pretend Relationship | Alternate Universe - Modern Setting | Recreational Drug Use | Praise Kink | Possessive Sex | two broke idiots versus the world | Lesbian Agatha Harkness | Agathasexual Rio Vidal | Alternate Universe - Roommates/Housemates | Friends to Lovers | Strap-Ons | what if agatha and rio were besties for 600 years | and then one day agatha bites her | ancient vampires vs the 2025 recession,AU - General|AU - Modern Setting|AU - Vampire|BDSM / Kink|Fake Dating / Pretend Relationship|Friends to Lovers|Slow Burn|Smut
62535538_glitter_glue_and_signs_of_life.html,"Glitter, Glue, and Signs of Life",Alternate Universe - Modern Setting | Lesbian Rio Vidal | Strippers & Strip Clubs | Alternate Universe - Teachers | Agatha Harkness Needs a Hug | Rio Vidal Needs a Hug | Lesbian Agatha Harkness | Agatha loves to say fuck | Wanda is the principal | don't worry Agatha gets divorced immediately after chapter 1 | Agatha Harkness is Hot & Bothered | Agatha Harkness is Bad at Feelings | Alternate Universe - Elementary School | Rio Vidal Loves Agatha Harkness | Slow Burn | Comphet so bad it hurts | Agatha has sex with a man (while thinking about rio) | so much fluff you guys im sorry (not sorry at all) | youll have to pry the metaphors from my cold dead hands | Rio is agathasexual even as a stripper | Eventual Happy Ending | good boy rio | Bad Parent Evanora Harkness | Angst | i forgot to tag angst until chapter 10 | Sexy Times | yes they do have sex | switchy switchy witches,AU - Modern Setting|AU - Teachers / Professors|Angst|Comphet|Fluff|Slow Burn|Smut
62546668_wicked_witchcraft.html,Wicked Witchcraft,Alternate Universe - Modern Setting | CEO Agatha Harkness | Intern Rio Vidal | Age Difference | Babygirl but make it sapphic | Power Dynamics | Implied/Referenced Cheating | Agatha cheats on Ralph | Rio will be doing THE father figure dance | Teasing | Strap-Ons | Dirty Talk | Boss/Employee Relationship | be advised | i'm still holding space for the horny | Added Tags | Public Sex | Office Sex | light exhibitionism | Light Choking | Spanking | Strap Sucking | Backshots | passionate missionary while saying this is casual | Mentions of Blood | light violence in chapter seven | agatha harkness has religious trauma,AU - Modern Setting|Age Gap|Cheating|Smut
62585464_mrs_ampamp_mrs_harknessvidal.html,Mrs &amp; Mrs Harkness-Vidal,Alternate Universe - Modern Setting | FBI Agent Rio Vidal | FBI Agent Agatha Harkness | Angst with a Happy Ending | Eventual Smut | Spies & Secret Agents | Fake Marriage | slow burn sort of??,AU - Modern Setting|Angst|Fake Dating / Pretend Relationship|Slow Burn|Smut
62589532_harkness.html,Harkness,Lesbian Agatha Harkness | Lesbian Rio Vidal | Soft Agatha Harkness | Soft Rio Vidal | lilia adopts agatha | Alternate Universe - Modern Setting | Alternate Universe | Alternate Universe - Pop Stars | Cute | Fluff | Hurt/Comfort,AU - General|AU - Modern Setting|Fluff|Hurt/Comfort
62591797_time_in_a_bottle.html,Time in a Bottle,Time Travel | Witchcraft | Salem Era Agatha Harkness,Historical / Salem Era
62592292_take_it_from_the_top_you_are_a_bottom.html,Take it from the top (you are a bottom),Alternate Universe - Modern Setting | Explicit Sexual Content | Top Agatha Harkness | Top Rio Vidal | Mutual Pining | Kink Exploration | Dom/sub | Useless Lesbians | Dating | Power Dynamics | Bondage | Humor | Topping from the Bottom | Nipple Play | Mild Hurt/Comfort | Dirty Talk | Squirting | Blindfolds | Car Sex | Temperature Play,AU - Modern Setting|BDSM / Kink|Comedy|Hurt/Comfort|Pining|Smut
62615323_questions.html,Questions,Alternate Universe | Lecturer Agatha Harkness | PhD student Rio Vidal | Age Difference | but which way? | Gratuitous Smut | Strap-Ons | Lesbian Sex | The Seductive Art of Darts | no beta we die like sharon | They match each others freak | Oral Sex | So much smut | Semi-Public Sex,AU - General|Age Gap|Smut
